Assessment_Name,Assessment_url,Description,Duration,Test_Type,Adaptive
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"SAP Materials Management (New): Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"SAP Business Objects WebI (New): Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Selenium (New): Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,"Senior Insurance Agent Solution: The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Service Associate Solution,https://www.shl.com/products/product-catalog/view/service-associate-solution/,Service Associate Solution: The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Senior Sales Professional Solution,https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/,"Senior Sales Professional Solution : The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,"Server Solution: The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",Yes
Service Supervisor Solution,https://www.shl.com/products/product-catalog/view/service-supervisor-solution/,Service Supervisor Solution: The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"SHL Verify Interactive – Deductive Reasoning: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,SHL Verify Interactive - Inductive Reasoning: Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Siebel Development (New): Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Shell Scripting (New): Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning: Assesses how the candidate comprehends numerical information in various formats.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,Smart Interview Live: SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Social Media (New): Multi-choice test that measures the knowledge about the different social media platforms.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand: Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"SonarQube (New): Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"Software Business Analysis: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Spelling (U.S.) (New): Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"Split Screen Typing Test - Form 1: This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,"UNIX (New): Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"Universal Competency Framework Profiler Cards (44): The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning: The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions: This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,"Verify G+ - Ability Test Report: The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,"Verify - General Ability Screen: The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .  Targeted at ‘entry-level’ roles, General Ability Screen is…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,"Verify G+ - Candidate Report: The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Verify - Inductive Reasoning (2014): Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,"Verify - G+: The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",Yes
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report: Verify Interactive G+ Candidate Report,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report: Verify Interactive Ability Report,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Verify Interactive G+ Report: Report for Verify Interactive G+,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Verify - Numerical Ability: The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",Yes
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Verify Interactive Process Monitoring : The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Verify - Technical Checking - Next Generation: The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Verify - Working with Information: This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,"Verify - Verbal Ability - Next Generation: The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",Yes
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Virtual Assessment and Development Centers: SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,Manufacturing & Industrial - Vigilance Focus 8.0: The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the   behaviors that underlie successful and safe performance in an…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,"Visual Basic for Applications (New): Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Visual Comparison - UK: This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,"Workplace Health and Safety (New): Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,VLSI and Embedded Systems (New): Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Visual Comparison - US: This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,What Is The Value - US: The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-0-solution/,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety - Team 7.1 (International),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-1-solution/,Workplace Safety - Individual 7.1 (Americas): Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,"Workplace Administration Skills (New): Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-solution/,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Workplace Safety - Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-0-solution/,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,"WriteX - Email Writing (Managerial) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,"WriteX - Email Writing (Sales) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,"WriteX - Email Writing (Customer Service) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,Written English v1: The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,Written Spanish: This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,"Zabbix (New): Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
